id,car_plate,customer_id,customer_gender,customer_age,time_beginning,time_end,lon_beginning,lat_beginning,lon_end,lat_end,time_park,area_id,area_name,fleet_id,time_beginning_formatted,time_end_formatted,time_beginning_hour,time_beginning_minute,time_beginning_second
64186,ED79067,2009,male,21,"2015-11-10 02:07:54+01","2015-11-10 02:14:23+01",92341,454743,92341,454743,0,22,"CITTA' STUDI",1,"2015-11-10 02:07:54","2015-11-10 02:14:23",2,7,10
64187,EF37682,7477,male,36,"2015-11-10 02:08:38+01","2015-11-10 02:09:47+01",112572,437724,112572,437725,0,1,"CENTRO STORICO",2,"2015-11-10 02:08:38","2015-11-10 02:09:47",2,8,10
64195,ED93105,6106,female,25,"2015-11-10 02:25:02+01","2015-11-10 03:02:56+01",92053,454572,92408,454364,1081,26,"XXII MARZO",1,"2015-11-10 02:25:02","2015-11-10 03:02:56",2,25,10
64196,ED75487,990,male,22,"2015-11-10 02:25:11+01","2015-11-10 02:43:12+01",91599,454864,91432,454796,376,69,SARPI,1,"2015-11-10 02:25:11","2015-11-10 02:43:12",2,25,10
64198,ED75487,990,male,22,"2015-11-10 02:43:54+01","2015-11-10 02:46:06+01",91431,454796,91431,454796,0,58,"DE ANGELI - MONTE ROSA",1,"2015-11-10 02:43:54","2015-11-10 02:46:06",2,43,10
64200,ED75487,990,male,22,"2015-11-10 02:52:36+01","2015-11-10 02:53:45+01",91431,454796,91431,454796,0,58,"DE ANGELI - MONTE ROSA",1,"2015-11-10 02:52:36","2015-11-10 02:53:45",2,52,10
64201,ED75487,990,male,22,"2015-11-10 02:53:56+01","2015-11-10 02:54:57+01",91431,454796,91431,454797,0,58,"DE ANGELI - MONTE ROSA",1,"2015-11-10 02:53:56","2015-11-10 02:54:57",2,53,10
64208,DR53587,187,male,26,"2015-11-10 03:47:14+01","2015-11-10 04:00:09+01",92267,454699,92244,454708,0,22,"CITTA' STUDI",1,"2015-11-10 03:47:14","2015-11-10 04:00:09",3,47,10
64212,DR53550,990,male,22,"2015-11-10 04:00:29+01","2015-11-10 04:04:38+01",92211,454559,92433,454547,0,28,"UMBRIA - MOLISE",1,"2015-11-10 04:00:29","2015-11-10 04:04:38",4,0,10
64240,DR53552,6106,female,25,"2015-11-10 04:48:15+01","2015-11-10 05:02:29+01",92389,454368,92389,454368,32,33,ROGOREDO,1,"2015-11-10 04:48:15","2015-11-10 05:02:29",4,48,10
64252,DR53552,6106,female,25,"2015-11-10 05:03:36+01","2015-11-10 05:06:37+01",92389,454368,92389,454368,0,33,ROGOREDO,1,"2015-11-10 05:03:36","2015-11-10 05:06:37",5,3,10
64254,DR53521,1974,female,45,"2015-11-10 05:10:47+01","2015-11-10 05:22:52+01",92047,454852,91601,454933,0,10,CENTRALE,1,"2015-11-10 05:10:47","2015-11-10 05:22:52",5,10,10
64255,ED06264,7051,male,30,"2015-11-10 05:15:08+01","2015-11-10 10:52:12+01",92126,454573,92126,454573,0,26,"XXII MARZO",1,"2015-11-10 05:15:08","2015-11-10 10:52:12",5,15,10
64260,ED06246,5121,male,38,"2015-11-10 06:03:05+01","2015-11-10 06:13:10+01",91936,454621,92065,454851,0,1,DUOMO,1,"2015-11-10 06:03:05","2015-11-10 06:13:10",6,3,10
64261,DR53567,5544,male,34,"2015-11-10 06:03:17+01","2015-11-10 06:12:07+01",92195,454393,91948,454492,0,35,"LODI - CORVETTO",1,"2015-11-10 06:03:17","2015-11-10 06:12:07",6,3,10
64271,ED93295,2111,male,36,"2015-11-10 06:40:51+01","2015-11-10 06:49:50+01",91477,454924,91158,454912,0,71,VILLAPIZZONE,1,"2015-11-10 06:40:51","2015-11-10 06:49:50",6,40,10
64272,ED06286,2060,male,31,"2015-11-10 06:48:09+01","2015-11-10 06:55:24+01",91834,454422,91889,454599,0,43,TIBALDI,1,"2015-11-10 06:48:09","2015-11-10 06:55:24",6,48,10
64273,ED06224,2595,female,36,"2015-11-10 06:51:59+01","2015-11-10 07:04:14+01",91627,454957,91821,455106,0,70,GHISOLFA,1,"2015-11-10 06:51:59","2015-11-10 07:04:14",6,51,10
64276,ED06244,2250,male,26,"2015-11-10 07:02:32+01","2015-11-10 07:15:26+01",91316,454456,91466,454750,0,49,GIAMBELLINO,1,"2015-11-10 07:02:32","2015-11-10 07:15:26",7,2,10
64277,EF37682,7477,male,36,"2015-11-10 07:02:50+01","2015-11-10 07:26:01+01",112572,437723,111941,437703,0,1,"CENTRO STORICO",2,"2015-11-10 07:02:50","2015-11-10 07:26:01",7,2,10
64280,DR53567,2129,female,24,"2015-11-10 07:27:01+01","2015-11-10 07:46:23+01",91946,454492,91540,454828,0,5,VIGENTINA,1,"2015-11-10 07:27:01","2015-11-10 07:46:23",7,27,10
64281,DR53520,2107,male,50,"2015-11-10 07:28:14+01","2015-11-10 07:41:30+01",91763,454450,91825,454598,0,6,TICINESE,1,"2015-11-10 07:28:14","2015-11-10 07:41:30",7,28,10
64285,ED93292,2407,female,41,"2015-11-10 07:43:18+01","2015-11-10 07:56:43+01",92123,454531,92030,454648,0,27,"PORTA ROMANA",1,"2015-11-10 07:43:18","2015-11-10 07:56:43",7,43,10
64286,EF37682,7477,male,36,"2015-11-10 07:44:12+01","2015-11-10 07:47:23+01",111942,437702,111942,437703,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 07:44:12","2015-11-10 07:47:23",7,44,10
64287,ED06243,4005,female,33,"2015-11-10 07:44:25+01","2015-11-10 08:19:31+01",92144,455254,91833,454649,0,15,BICOCCA,1,"2015-11-10 07:44:25","2015-11-10 08:19:31",7,44,10
64288,EF37682,7477,male,36,"2015-11-10 07:49:28+01","2015-11-10 07:50:39+01",111942,437703,111942,437702,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 07:49:28","2015-11-10 07:50:39",7,49,10
64290,EF37682,7477,male,36,"2015-11-10 07:51:15+01","2015-11-10 07:52:46+01",111942,437703,111942,437703,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 07:51:15","2015-11-10 07:52:46",7,51,10
64291,EF37682,7477,male,36,"2015-11-10 07:53:04+01","2015-11-10 07:54:05+01",111942,437703,111942,437702,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 07:53:04","2015-11-10 07:54:05",7,53,10
64292,ED06249,6445,male,43,"2015-11-10 07:55:03+01","2015-11-10 08:12:01+01",91601,454683,91215,454991,0,68,PAGANO,1,"2015-11-10 07:55:03","2015-11-10 08:12:01",7,55,10
64293,ED06225,2287,male,41,"2015-11-10 08:00:31+01","2015-11-10 08:17:55+01",92046,454846,91878,454660,0,10,CENTRALE,1,"2015-11-10 08:00:31","2015-11-10 08:17:55",8,0,10
64294,ED06210,7449,male,41,"2015-11-10 08:00:44+01","2015-11-10 08:26:11+01",91696,454587,92063,454541,0,7,"MAGENTA - S. VITTORE",1,"2015-11-10 08:00:44","2015-11-10 08:26:11",8,0,10
64295,DR53544,5942,female,42,"2015-11-10 08:00:59+01","2015-11-10 08:16:01+01",91699,454833,91651,454677,0,69,SARPI,1,"2015-11-10 08:00:59","2015-11-10 08:16:01",8,0,10
64296,DR53570,3044,female,46,"2015-11-10 08:04:31+01","2015-11-10 08:31:32+01",91697,454586,91868,455069,0,7,"MAGENTA - S. VITTORE",1,"2015-11-10 08:04:31","2015-11-10 08:31:32",8,4,10
64297,DR53514,1034,male,43,"2015-11-10 08:07:04+01","2015-11-10 08:29:27+01",91402,454830,92029,454803,0,66,"QT 8",1,"2015-11-10 08:07:04","2015-11-10 08:29:27",8,7,10
64298,ED06224,2595,female,36,"2015-11-10 08:07:17+01","2015-11-10 08:41:38+01",91821,455105,91815,454677,0,84,"PARCO NORD",1,"2015-11-10 08:07:17","2015-11-10 08:41:38",8,7,10
64299,ED75482,219,male,27,"2015-11-10 08:09:11+01","2015-11-10 08:32:41+01",91891,454908,92050,454631,0,11,ISOLA,1,"2015-11-10 08:09:11","2015-11-10 08:32:41",8,9,10
64300,DR53539,1987,female,33,"2015-11-10 08:20:51+01","2015-11-10 08:45:32+01",91785,454678,90837,454664,0,1,DUOMO,1,"2015-11-10 08:20:51","2015-11-10 08:45:32",8,20,10
64301,ED79070,5813,male,48,"2015-11-10 08:28:23+01","2015-11-10 08:28:24+01",91422,454478,91422,454478,0,49,GIAMBELLINO,1,"2015-11-10 08:28:23","2015-11-10 08:28:24",8,28,10
64302,ED79070,5813,male,48,"2015-11-10 08:28:30+01","2015-11-10 08:36:38+01",91422,454478,91386,454405,0,49,GIAMBELLINO,1,"2015-11-10 08:28:30","2015-11-10 08:36:38",8,28,10
64303,DD30912,7711,male,19,"2015-11-10 08:29:12+01","2015-11-10 08:41:34+01",91695,454538,91868,454490,0,44,NAVIGLI,1,"2015-11-10 08:29:12","2015-11-10 08:41:34",8,29,10
64304,DR53567,2637,male,38,"2015-11-10 08:32:40+01","2015-11-10 09:03:41+01",91540,454828,91976,454425,0,67,PORTELLO,1,"2015-11-10 08:32:40","2015-11-10 09:03:41",8,32,10
64305,ED06295,6899,male,24,"2015-11-10 08:35:38+01","2015-11-10 09:00:08+01",91510,454975,91857,454974,0,71,VILLAPIZZONE,1,"2015-11-10 08:35:38","2015-11-10 09:00:08",8,35,10
64307,ED06270,4338,male,36,"2015-11-10 08:43:48+01","2015-11-10 08:44:03+01",91964,454432,91964,454432,0,37,"EX OM - MORIVIONE",1,"2015-11-10 08:43:48","2015-11-10 08:44:03",8,43,10
64308,ED93295,2111,male,36,"2015-11-10 08:44:57+01","2015-11-10 08:54:15+01",91158,454912,91371,454871,0,65,GALLARATESE,1,"2015-11-10 08:44:57","2015-11-10 08:54:15",8,44,10
64310,ED06283,8042,male,40,"2015-11-10 08:56:08+01","2015-11-10 09:29:02+01",91411,454537,92032,454583,0,52,"BANDE NERE",1,"2015-11-10 08:56:08","2015-11-10 09:29:02",8,56,10
64312,DR53544,713,male,44,"2015-11-10 09:06:33+01","2015-11-10 09:24:14+01",91650,454677,92118,454534,0,68,PAGANO,1,"2015-11-10 09:06:33","2015-11-10 09:24:14",9,6,10
64313,ED06246,4468,female,32,"2015-11-10 09:06:44+01","2015-11-10 09:44:25+01",92065,454852,91694,454584,0,10,CENTRALE,1,"2015-11-10 09:06:44","2015-11-10 09:44:25",9,6,10
64314,ED06209,7737,female,32,"2015-11-10 09:07:42+01","2015-11-10 09:17:43+01",91515,454735,91517,454879,0,59,"TRE TORRI",1,"2015-11-10 09:07:42","2015-11-10 09:17:43",9,7,10
64315,ED79070,7094,male,18,"2015-11-10 09:12:06+01","2015-11-10 09:47:50+01",91387,454405,91562,454358,0,48,"RONCHETTO SUL NAVIGLIO",1,"2015-11-10 09:12:06","2015-11-10 09:47:50",9,12,10
64319,ED06245,4358,male,41,"2015-11-10 09:18:20+01","2015-11-10 09:39:43+01",91862,454383,91446,454555,0,43,TIBALDI,1,"2015-11-10 09:18:20","2015-11-10 09:39:43",9,18,10
64320,DR53595,1761,male,27,"2015-11-10 09:19:44+01","2015-11-10 09:45:05+01",91656,454527,91953,454398,0,50,TORTONA,1,"2015-11-10 09:19:44","2015-11-10 09:45:05",9,19,10
64322,EF37682,6721,male,67,"2015-11-10 09:21:05+01","2015-11-10 09:38:54+01",111942,437702,112278,437841,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 09:21:05","2015-11-10 09:38:54",9,21,10
64323,DD30912,6016,male,57,"2015-11-10 09:22:45+01","2015-11-10 09:39:15+01",91866,454491,91774,454572,0,5,VIGENTINA,1,"2015-11-10 09:22:45","2015-11-10 09:39:15",9,22,10
64324,ED06281,6111,male,45,"2015-11-10 09:26:09+01","2015-11-10 09:49:56+01",91629,454599,91997,454702,0,51,WASHINGTON,1,"2015-11-10 09:26:09","2015-11-10 09:49:56",9,26,10
64326,ED06233,420,female,42,"2015-11-10 09:27:21+01","2015-11-10 09:49:30+01",91689,454773,92132,454480,0,68,PAGANO,1,"2015-11-10 09:27:21","2015-11-10 09:49:30",9,27,10
64329,EF37613,7551,male,53,"2015-11-10 09:29:39+01","2015-11-10 09:38:54+01",111957,437782,111911,437841,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 09:29:39","2015-11-10 09:38:54",9,29,10
64334,ED06263,5641,male,40,"2015-11-10 09:41:04+01","2015-11-10 10:07:44+01",91701,454590,92006,454784,0,7,"MAGENTA - S. VITTORE",1,"2015-11-10 09:41:04","2015-11-10 10:07:44",9,41,10
64336,ED75494,4976,female,41,"2015-11-10 09:44:17+01","2015-11-10 10:00:28+01",91690,454745,91594,454729,0,68,PAGANO,1,"2015-11-10 09:44:17","2015-11-10 10:00:28",9,44,10
64339,EF37670,6718,male,31,"2015-11-10 09:48:27+01","2015-11-10 09:55:15+01",112238,437699,112309,437735,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 09:48:27","2015-11-10 09:55:15",9,48,10
64350,DR53584,5677,female,44,"2015-11-10 09:50:09+01","2015-11-10 10:19:27+01",91720,454800,92171,454629,0,69,SARPI,1,"2015-11-10 09:50:09","2015-11-10 10:19:27",9,50,10
64341,DD30918,8046,male,51,"2015-11-10 09:51:29+01","2015-11-10 10:12:26+01",92102,454797,91839,454688,0,21,"BUENOS AIRES - VENEZIA",1,"2015-11-10 09:51:29","2015-11-10 10:12:26",9,51,10
64342,ED06283,2986,female,28,"2015-11-10 09:53:00+01","2015-11-10 10:11:31+01",92033,454583,92214,454356,0,4,GUASTALLA,1,"2015-11-10 09:53:00","2015-11-10 10:11:31",9,53,10
64345,ED79070,7094,male,18,"2015-11-10 09:54:16+01","2015-11-10 10:01:10+01",91563,454358,91353,454416,0,46,BARONA,1,"2015-11-10 09:54:16","2015-11-10 10:01:10",9,54,10
64346,ED06228,1473,male,34,"2015-11-10 09:54:31+01","2015-11-10 10:20:58+01",92328,454810,91907,454480,0,22,"CITTA' STUDI",1,"2015-11-10 09:54:31","2015-11-10 10:20:58",9,54,10
64347,EF37696,6978,female,28,"2015-11-10 09:55:34+01","2015-11-10 10:06:45+01",112165,437885,112280,437915,0,1,"CENTRO STORICO",2,"2015-11-10 09:55:34","2015-11-10 10:06:45",9,55,10
64349,EF37670,6718,male,31,"2015-11-10 09:58:04+01","2015-11-10 10:15:07+01",112310,437734,111980,437656,0,4,"ISOLOTTO LEGNAIA",2,"2015-11-10 09:58:04","2015-11-10 10:15:07",9,58,10
64353,ED06269,1624,female,57,"2015-11-10 10:04:12+01","2015-11-10 10:04:16+01",91652,454711,91652,454711,0,68,PAGANO,1,"2015-11-10 10:04:12","2015-11-10 10:04:16",10,4,10
64354,ED06269,1624,female,57,"2015-11-10 10:04:21+01","2015-11-10 10:37:28+01",91652,454711,92028,454598,0,68,PAGANO,1,"2015-11-10 10:04:21","2015-11-10 10:37:28",10,4,10
64357,DR53552,1271,male,38,"2015-11-10 10:07:02+01","2015-11-10 10:22:21+01",92389,454368,92055,454500,0,33,ROGOREDO,1,"2015-11-10 10:07:02","2015-11-10 10:22:21",10,7,10
64358,ED06247,6851,male,33,"2015-11-10 10:08:35+01","2015-11-10 10:19:22+01",91514,454736,91696,455018,0,59,"TRE TORRI",1,"2015-11-10 10:08:35","2015-11-10 10:19:22",10,8,10
64373,ED79066,865,male,69,"2015-11-10 10:27:00+01","2015-11-11 10:22:10+01",92360,454907,92360,454908,0,18,"PARCO LAMBRO - CIMIANO",1,"2015-11-10 10:27:00","2015-11-11 10:22:10",10,27,10
64374,DR53521,3982,male,31,"2015-11-10 10:27:41+01","2015-11-10 10:44:26+01",91602,454936,91670,454658,0,70,GHISOLFA,1,"2015-11-10 10:27:41","2015-11-10 10:44:26",10,27,10
64383,DS32019,2339,female,37,"2015-11-10 10:42:23+01","2015-11-10 11:01:15+01",91330,454421,91250,454430,0,48,"RONCHETTO SUL NAVIGLIO",1,"2015-11-10 10:42:23","2015-11-10 11:01:15",10,42,10
64387,DD30907,8066,male,25,"2015-11-10 10:45:11+01","2015-11-10 11:12:16+01",92253,454435,92048,454844,0,35,"LODI - CORVETTO",1,"2015-11-10 10:45:11","2015-11-10 11:12:16",10,45,10
64388,ED06208,929,male,63,"2015-11-10 10:45:26+01","2015-11-10 10:50:41+01",91691,454373,91691,454373,0,46,BARONA,1,"2015-11-10 10:45:26","2015-11-10 10:50:41",10,45,10
64391,ED06266,929,male,63,"2015-11-10 10:51:10+01","2015-11-10 11:03:32+01",91692,454373,91991,454525,0,46,BARONA,1,"2015-11-10 10:51:10","2015-11-10 11:03:32",10,51,10
64416,DR53555,7967,female,49,"2015-11-10 11:05:09+01","2015-11-10 11:19:48+01",91127,454559,90861,454590,0,56,"FORZE ARMATE",1,"2015-11-10 11:05:09","2015-11-10 11:19:48",11,5,10
64424,ED06283,2986,female,28,"2015-11-10 11:09:50+01","2015-11-10 11:32:12+01",92211,454356,91979,454548,0,35,"LODI - CORVETTO",1,"2015-11-10 11:09:50","2015-11-10 11:32:12",11,9,10
64434,ED06269,1624,female,57,"2015-11-10 11:19:27+01","2015-11-10 11:52:40+01",92028,454598,91602,454684,0,4,GUASTALLA,1,"2015-11-10 11:19:27","2015-11-10 11:52:40",11,19,10
64435,ED06270,4338,male,36,"2015-11-10 11:19:39+01","2015-11-10 11:23:01+01",91964,454432,91964,454432,0,37,"EX OM - MORIVIONE",1,"2015-11-10 11:19:39","2015-11-10 11:23:01",11,19,10
64444,ED06270,4338,male,36,"2015-11-10 11:23:05+01","2015-11-10 11:25:57+01",91964,454432,0,0,0,37,"EX OM - MORIVIONE",1,"2015-11-10 11:23:05","2015-11-10 11:25:57",11,23,10
64448,ED06270,4338,male,36,"2015-11-10 11:26:00+01","2015-11-10 11:28:36+01",0,0,0,0,0,,,1,"2015-11-10 11:26:00","2015-11-10 11:28:36",11,26,10
64450,ED06213,1601,male,57,"2015-11-10 11:28:38+01","2015-11-10 11:37:08+01",91926,454664,92043,454710,0,1,DUOMO,1,"2015-11-10 11:28:38","2015-11-10 11:37:08",11,28,10
64452,ED79070,7094,male,18,"2015-11-10 11:30:24+01","2015-11-10 11:36:42+01",91354,454417,91349,454410,0,48,"RONCHETTO SUL NAVIGLIO",1,"2015-11-10 11:30:24","2015-11-10 11:36:42",11,30,10
64453,EF37647,6721,male,67,"2015-11-10 11:30:25+01","2015-11-10 11:51:17+01",112208,437966,112052,437719,0,5,RIFREDI,2,"2015-11-10 11:30:25","2015-11-10 11:51:17",11,30,10
64455,DR53582,4132,male,47,"2015-11-10 11:32:32+01","2015-11-10 12:38:06+01",91438,454676,91438,454604,176,57,SELINUNTE,1,"2015-11-10 11:32:32","2015-11-10 12:38:06",11,32,10
64459,DR53521,3756,male,48,"2015-11-10 11:42:14+01","2015-11-10 12:03:26+01",91669,454659,92001,454794,0,7,"MAGENTA - S. VITTORE",1,"2015-11-10 11:42:14","2015-11-10 12:03:26",11,42,10
64460,ED06208,7771,male,33,"2015-11-10 11:44:01+01","2015-11-10 11:49:52+01",91691,454373,91691,454373,0,46,BARONA,1,"2015-11-10 11:44:01","2015-11-10 11:49:52",11,44,10
64462,ED06263,5641,male,40,"2015-11-10 11:46:31+01","2015-11-10 12:06:30+01",92006,454784,91405,454905,0,10,CENTRALE,1,"2015-11-10 11:46:31","2015-11-10 12:06:30",11,46,10
64465,ED06281,6111,male,45,"2015-11-10 11:48:19+01","2015-11-10 11:58:10+01",92000,454702,91947,454834,0,4,GUASTALLA,1,"2015-11-10 11:48:19","2015-11-10 11:58:10",11,48,10
64472,EF03276,4854,male,28,"2015-11-10 11:55:14+01","2015-11-10 12:11:46+01",91486,454575,91273,455125,0,52,"BANDE NERE",1,"2015-11-10 11:55:14","2015-11-10 12:11:46",11,55,10
64475,ED06270,4338,male,36,"2015-11-10 12:04:20+01","2015-11-10 12:07:22+01",91799,454510,91798,454492,0,6,TICINESE,1,"2015-11-10 12:04:20","2015-11-10 12:07:22",12,4,10
64476,DD30909,2437,male,38,"2015-11-10 12:05:59+01","2015-11-10 12:15:50+01",91934,454622,92080,454738,0,1,DUOMO,1,"2015-11-10 12:05:59","2015-11-10 12:15:50",12,5,10
64477,ED06270,4338,male,36,"2015-11-10 12:07:25+01","2015-11-10 12:09:40+01",91798,454492,91788,454417,0,6,TICINESE,1,"2015-11-10 12:07:25","2015-11-10 12:09:40",12,7,10
64478,ED06270,4338,male,36,"2015-11-10 12:09:43+01","2015-11-10 12:12:04+01",91788,454417,91820,454384,0,43,TIBALDI,1,"2015-11-10 12:09:43","2015-11-10 12:12:04",12,9,10
64480,DR53550,7465,male,22,"2015-11-10 12:17:35+01","2015-11-10 12:32:35+01",92434,454547,92085,454482,0,30,MECENATE,1,"2015-11-10 12:17:35","2015-11-10 12:32:35",12,17,10
64481,ED06228,5658,male,44,"2015-11-10 12:19:02+01","2015-11-10 12:42:38+01",91906,454479,91556,454721,0,5,VIGENTINA,1,"2015-11-10 12:19:02","2015-11-10 12:42:38",12,19,10
64487,DV36099,7482,male,22,"2015-11-10 12:28:51+01","2015-11-10 12:45:37+01",91785,454678,91410,454515,0,1,DUOMO,1,"2015-11-10 12:28:51","2015-11-10 12:45:37",12,28,10
64490,EF37662,7402,male,31,"2015-11-10 12:32:09+01","2015-11-10 12:38:04+01",112748,437687,112748,437687,0,2,"CAMPO DI MARTE",2,"2015-11-10 12:32:09","2015-11-10 12:38:04",12,32,10
64491,DD30912,3335,female,28,"2015-11-10 12:37:09+01","2015-11-10 13:02:08+01",91777,454571,92056,454784,0,6,TICINESE,1,"2015-11-10 12:37:09","2015-11-10 13:02:08",12,37,10
64494,ED06220,3161,female,39,"2015-11-10 12:44:25+01","2015-11-10 13:17:46+01",91784,454678,91709,454440,0,1,DUOMO,1,"2015-11-10 12:44:25","2015-11-10 13:17:46",12,44,10
64496,EF37696,6978,female,28,"2015-11-10 12:46:55+01","2015-11-10 12:55:36+01",112282,437915,112170,437884,0,5,RIFREDI,2,"2015-11-10 12:46:55","2015-11-10 12:55:36",12,46,10
64498,DR53567,2602,female,25,"2015-11-10 12:48:05+01","2015-11-10 13:18:49+01",91976,454425,92376,455032,0,37,"EX OM - MORIVIONE",1,"2015-11-10 12:48:05","2015-11-10 13:18:49",12,48,10
64499,ED06213,13,male,42,"2015-11-10 12:49:52+01","2015-11-10 13:15:54+01",92040,454711,92176,454651,842,4,GUASTALLA,1,"2015-11-10 12:49:52","2015-11-10 13:15:54",12,49,10
64501,ED06261,6052,male,39,"2015-11-10 12:51:17+01","2015-11-10 13:01:18+01",92068,454627,92067,454623,0,4,GUASTALLA,1,"2015-11-10 12:51:17","2015-11-10 13:01:18",12,51,10
64505,DR53563,1520,male,45,"2015-11-10 12:57:07+01","2015-11-10 13:14:35+01",91749,454810,92074,454850,0,69,SARPI,1,"2015-11-10 12:57:07","2015-11-10 13:14:35",12,57,10
64507,DR53589,2421,male,21,"2015-11-10 13:03:50+01","2015-11-10 13:11:17+01",92479,454750,92338,454743,0,23,LAMBRATE,1,"2015-11-10 13:03:50","2015-11-10 13:11:17",13,3,10
64516,EF37657,7283,female,20,"2015-11-10 13:14:35+01","2015-11-10 13:28:29+01",112381,438074,112616,437795,0,5,RIFREDI,2,"2015-11-10 13:14:35","2015-11-10 13:28:29",13,14,10
64524,ED75482,5826,male,50,"2015-11-10 13:30:46+01","2015-11-10 13:52:01+01",92052,454633,91864,454306,0,4,GUASTALLA,1,"2015-11-10 13:30:46","2015-11-10 13:52:01",13,30,10
64527,DV36099,475,male,32,"2015-11-10 13:39:56+01","2015-11-10 13:51:20+01",91410,454515,91608,454580,0,52,"BANDE NERE",1,"2015-11-10 13:39:56","2015-11-10 13:51:20",13,39,10
64528,ED79069,1473,male,34,"2015-11-10 13:40:26+01","2015-11-10 13:57:08+01",91918,454541,91889,454780,0,5,VIGENTINA,1,"2015-11-10 13:40:26","2015-11-10 13:57:08",13,40,10
64530,ED06263,5641,male,40,"2015-11-10 13:43:45+01","2015-11-10 14:03:13+01",91406,454903,91774,454540,0,71,VILLAPIZZONE,1,"2015-11-10 13:43:45","2015-11-10 14:03:13",13,43,10
64532,DR53525,1178,male,56,"2015-11-10 13:47:33+01","2015-11-10 14:35:42+01",91935,454621,92212,454843,598,1,DUOMO,1,"2015-11-10 13:47:33","2015-11-10 14:35:42",13,47,10
64534,DR53567,7393,male,34,"2015-11-10 13:55:51+01","2015-11-10 13:59:27+01",92375,455032,92375,455032,0,19,PADOVA,1,"2015-11-10 13:55:51","2015-11-10 13:59:27",13,55,10
64535,EF37696,6978,female,28,"2015-11-10 13:56:53+01","2015-11-10 14:04:19+01",112170,437883,112305,437909,0,1,"CENTRO STORICO",2,"2015-11-10 13:56:53","2015-11-10 14:04:19",13,56,10
64541,ED06283,7730,male,41,"2015-11-10 14:08:26+01","2015-11-10 14:45:27+01",91978,454548,92133,455157,0,5,VIGENTINA,1,"2015-11-10 14:08:26","2015-11-10 14:45:27",14,8,10
64542,ED06213,13,male,42,"2015-11-10 14:08:42+01","2015-11-10 14:16:31+01",92172,454650,91978,454705,0,26,"XXII MARZO",1,"2015-11-10 14:08:42","2015-11-10 14:16:31",14,8,10
64544,ED79070,7094,male,18,"2015-11-10 14:14:50+01","2015-11-10 14:37:02+01",91347,454409,91691,454373,0,48,"RONCHETTO SUL NAVIGLIO",1,"2015-11-10 14:14:50","2015-11-10 14:37:02",14,14,10
64546,ED06244,2250,male,26,"2015-11-10 14:17:08+01","2015-11-10 14:42:33+01",91468,454749,91791,454316,0,58,"DE ANGELI - MONTE ROSA",1,"2015-11-10 14:17:08","2015-11-10 14:42:33",14,17,10
64547,ED06271,2206,male,28,"2015-11-10 14:19:04+01","2015-11-10 14:30:16+01",91480,454668,91786,454591,0,51,WASHINGTON,1,"2015-11-10 14:19:04","2015-11-10 14:30:16",14,19,10
64548,DR53552,7202,male,58,"2015-11-10 14:19:06+01","2015-11-10 14:55:34+01",92056,454501,91823,454934,294,27,"PORTA ROMANA",1,"2015-11-10 14:19:06","2015-11-10 14:55:34",14,19,10
64549,DF48499,5648,male,59,"2015-11-10 14:21:05+01","2015-11-10 14:34:56+01",92143,454840,92293,454972,0,21,"BUENOS AIRES - VENEZIA",1,"2015-11-10 14:21:05","2015-11-10 14:34:56",14,21,10
64551,EF03275,7978,male,44,"2015-11-10 14:25:16+01","2015-11-10 14:33:59+01",91783,454678,91925,454711,0,1,DUOMO,1,"2015-11-10 14:25:16","2015-11-10 14:33:59",14,25,10
64555,DR53549,2489,male,42,"2015-11-10 14:38:07+01","2015-11-10 14:48:07+01",91424,454688,91425,454688,0,57,SELINUNTE,1,"2015-11-10 14:38:07","2015-11-10 14:48:07",14,38,10
64560,DR53550,1160,male,22,"2015-11-10 14:50:39+01","2015-11-10 15:02:03+01",92085,454481,91959,454425,0,27,"PORTA ROMANA",1,"2015-11-10 14:50:39","2015-11-10 15:02:03",14,50,10
64561,EF37696,8055,male,23,"2015-11-10 14:51:40+01","2015-11-10 15:06:05+01",112301,437912,112511,437889,0,5,RIFREDI,2,"2015-11-10 14:51:40","2015-11-10 15:06:05",14,51,10
64563,ED06270,7094,male,18,"2015-11-10 14:52:38+01","2015-11-10 15:30:14+01",91819,454385,91360,454409,0,43,TIBALDI,1,"2015-11-10 14:52:38","2015-11-10 15:30:14",14,52,10
64564,EF37650,7551,male,53,"2015-11-10 14:53:50+01","2015-11-10 15:08:28+01",112485,437661,111912,437841,0,1,"CENTRO STORICO",2,"2015-11-10 14:53:50","2015-11-10 15:08:28",14,53,10
64568,ED06261,4418,female,50,"2015-11-10 15:05:43+01","2015-11-10 15:30:06+01",91933,454623,91879,454775,0,1,DUOMO,1,"2015-11-10 15:05:43","2015-11-10 15:30:06",15,5,10
64569,DR53577,4880,female,33,"2015-11-10 15:05:50+01","2015-11-10 15:42:55+01",91934,454621,91616,454572,473,1,DUOMO,1,"2015-11-10 15:05:50","2015-11-10 15:42:55",15,5,10
